PRODUCT COLLECTION,PRODUCT ID,SIZE,FINISH,THICKNESS ,SQFT PER PIECE,PIECES PER BOX,SQFT PER BOX,U/M,PRICE / UOM,PRICE /  EACH,,Item Id,Web Link,Product Line,Material,Product Category,Item Description,Status,Source,Volume,Creation Date
AUTUMN ASHLER VERSAILLES PATTERN,SAUT-ASH-3-G,PATTERN,GAUGED,0.50 INCH,16,1,16,SQFT/KIT,2.73,43.65,,SAUT-ASH-3-G,www.msisurfaces.com/slate/autumn/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Autumn Ashler Pat-3-Gauged,MSI/Hardscape,Q1-2019 Price List,,27-Nov-07
BLACK (PREM)12X12,SBLKPREM1212G-C,12x12,GAUGED,0.40 INCH,1,10,10,SQFT,1.89,1.89,,SBLKPREM1212G-C,www.msisurfaces.com/slate/premium-black-slate/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Black (Prem)12X12X.40 Gauged,MSI,Q1-2019 Price List,,27-Nov-07
BLACK (PREM)16X16,SBLKPREM1616G,16x16,GAUGED,0.40 INCH,1.78,5,8.9,SQFT,2.17,3.86,,SBLKPREM1616G,www.msisurfaces.com/slate/premium-black-slate/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Black (Prem)16X16X.40 Gaued,MSI,Q1-2019 Price List,,27-Nov-07
BLACK (PREM)24X24,SBLKPREM2424G-C,24x24,GAUGED,0.60 INCH,4,1,4,SQFT,2.65,10.59,,SBLKPREM2424G-C,www.msisurfaces.com/slate/premium-black-slate/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Black (Prem)24X24X.60 Gauged,MSI,Q1-2019 Price List,,27-Nov-07
CALIFORNIA GOLD 12X12,SCALGLD1212G-C,12x12,GAUGED,0.50 INCH,1,10,10,SQFT,2.14,2.14,,SCALGLD1212G-C,https://www.msisurfaces.com/slate/california-gold/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,California Gold 12X12X.40 Gauged,MSI,Q1-2019 Price List,,27-Nov-07
CALIFORNIA GOLD 12X24,SCALGLD1224G,12x24,GAUGED,0.50 INCH,2,5,10,SQFT,3.02,6.03,,SCALGLD1224G,www.msisurfaces.com/slate/california-gold/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,California Gold 12X24X0.5 Gauged,MSI,Q1-2019 Price List,NEW,23-May-12
CALIFORNIA GOLD 16X16,SCALGLD1616G-C,16x16,GAUGED,0.50 INCH,1.78,5,8.9,SQFT,2.68,4.76,,SCALGLD1616G-C,www.msisurfaces.com/slate/california-gold/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,California Gld 16X16X.5 Gauged,MSI,Q1-2019 Price List,,27-Nov-07
CALIFORNIA GOLD 24X24,SCALGLD2424G,24x24,GAUGED,0.60 INCH,4,1,4,SQFT,3.6,14.41,,SCALGLD2424G,www.msisurfaces.com/slate/california-gold/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,California Gold 24X24X.60 Gauged,MSI,Q1-2019 Price List,,27-Nov-07
CALIFORNIA GOLD ASHLER VERSAILLES PATTERN,SCALGLD-ASH-3-G,PATTERN,GAUGED,0.50 INCH,16,16,256,SQFT/KIT,3.17,50.74,,SCALGLD-ASH-3-G,www.msisurfaces.com/slate/california-gold/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,California Gold Ashler Pat-3-G,MSI/Hardscape,Q1-2019 Price List,,27-Nov-07
COPPER 12X12X.38 GAUGED,SCOP1212G-C,12x12,GAUGED,0.38 INCH,1,10,10,SQFT,2.34,2.34,,SCOP1212G-C,www.msisurfaces.com/quartzite/copper/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Copper 12x12X.38 Gauged,MSI,Q1-2019 Price List,,27-Nov-07
COPPER 12X12X.40 HONED,SCOP1212HG,12x12,HONED,0.40 INCH,1,10,10,SQFT,3.28,3.28,,SCOP1212HG,www.msisurfaces.com/quartzite/copper/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Copper 12x12X.40 Honed/Gauged,MSI,Q1-2019 Price List,,27-Nov-07
COPPER 16X16 GAUGED,SCOP1616HG,16x16,GAUGED,0.50 INCH,1.78,5,8.9,SQFT,3.51,6.25,,SCOP1616HG,www.msisurfaces.com/quartzite/copper/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Copper 16x16x.50 Honed/Gauged,MSI,Q1-2019 Price List,,27-Nov-07
COPPER 16X16X.50 GAUGED,SCOP1616G-C,16x16,GAUGED,0.50 INCH,1.78,5,8.9,SQFT,2.79,4.96,,SCOP1616G-C,www.msisurfaces.com/quartzite/copper/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Copper 16x16X.50 Gauged,MSI,Q1-2019 Price List,,27-Nov-07
GOLD GREEN 12X12 HONED,SGOLDGRN1212HG,12x12,HONED,0.40 INCH,1,10,10,SQFT,3.42,3.42,,SGOLDGRN1212HG,www.msisurfaces.com/quartzite/gold-green/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Gold Green 12x12X.40 Honed/Gauged,MSI,Q1-2019 Price List,,27-Nov-07
GOLDEN WHITE 12X12,SGLDQTZ1212G,12x12,GAUGED,0.40 INCH,1,10,10,SQFT,4.06,4.06,,SGLDQTZ1212G,www.msisurfaces.com/quartzite/golden-white/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Golden White 12x12X.40 Gauged,MSI,Q1-2019 Price List,MATURE,27-Nov-07
GOLDEN WHITE 12X24,SGLDQTZ1224G,12x24,GAUGED,0.50 INCH,2,5,10,SQFT,5.44,10.89,,SGLDQTZ1224G,www.msisurfaces.com/quartzite/golden-white/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Golden White 12x24X.50 Gauged,MSI,Q1-2019 Price List,,27-Nov-07
GOLDEN WHITE 16X16,SGLDQTZ1616G,16x16,GAUGED,0.50 INCH,1.78,5,8.9,SQFT,5.1,9.08,,SGLDQTZ1616G,www.msisurfaces.com/quartzite/golden-white/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Golden White 16x16X.50 Gauged,MSI,Q1-2019 Price List,,27-Nov-07
GOLDEN WHITE ASHLER VERSAILLES PATTERN,SGLDQTZ-ASH-3-G,PATTERN,GAUGED,0.50 INCH,16,N/A,12,SQFT/KIT,4.78,76.54,,SGLDQTZ-ASH-3-G,www.msisurfaces.com/quartzite/golden-white/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Golden White Ashler Pat-3-Gauged,MSI/Hardscape,Q1-2019 Price List,,27-Nov-07
JADE GREEN 12X12,SJADGRN1212G,12x12,GAUGED,0.30 INCH,1,10,10,SQFT,2.92,2.92,,SJADGRN1212G,www.msisurfaces.com/slate/jade-green/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Jade Green 12x12X.30 Gauged,MSI,Q1-2019 Price List,,27-Nov-07
JADE GREEN 16X16,SJADGRN1616G,16x16,GAUGED,0.30 INCH,1.78,5,8.9,SQFT,3.23,5.75,,SJADGRN1616G,www.msisurfaces.com/slate/jade-green/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Jade Green 16x16X.30 Gauged,MSI,Q1-2019 Price List,,27-Nov-07
LILAC KASHMIR,SLILKAS1212G-C,12x12,GAUGED,0.40 INCH,1,10,10,SQFT,2,2,,SLILKAS1212G-C,www.msisurfaces.com/slate/lilac-kashmir/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Lilac Kashmir 12x12x.40 Gauged,MSI,New Item,,27-Nov-07
MIXED COLOR SLATE MOSAIC,THDW3-SH-MC2X2T,2x2,TUMBLED,0.38 INCH,1,10,10,EACH,4.4,4.4,,THDW3-SH-MC2X2T,www.msisurfaces.com/2x2-mosaic-sheets/mixed-slate/,MD,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Mixed Color Slate 2x2 Tumbled,MSI,Q1-2019 Price List,NEW,19-Nov-08
MONTAUK BLACK 12X12 GAUGED,SMONBLK1212G,12x12,GAUGED,0.32 INCH,1,10,10,SQFT,2.17,2.17,,SMONBLK1212G,www.msisurfaces.com/slate/montauk-black/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Montauk Black 12x12X.32 Gauged,MSI,Q1-2019 Price List,,27-Nov-07
MONTAUK BLACK 12X12 HONED,SMONBLK1212H,12x12,HONED,0.32 INCH,1,10,10,SQFT,3.17,3.17,,SMONBLK1212H,www.msisurfaces.com/slate/montauk-black/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Montauk Black 12x12X.32 Honed,MSI,Q1-2019 Price List,,27-Nov-07
MONTAUK BLACK 12X24,SMONBLK1224G,12x24,GAUGED,0.38 INCH,2,5,10,SQFT,2.54,5.08,,SMONBLK1224G,www.msisurfaces.com/slate/montauk-black/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,"Montauk Black 12x24x0.38"" Gauged",MSI,Q1-2019 Price List,NEW,5-Apr-11
MONTAUK BLACK 16X16 GAUGED,SMONBLK1616G,16x16,GAUGED,0.32 INCH,1.78,5,8.9,SQFT,2.51,4.47,,SMONBLK1616G,www.msisurfaces.com/slate/montauk-black/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,"Montauk Black 16x16 0.32"" Gauged",MSI,Q1-2019 Price List,,27-Nov-07
MONTAUK BLACK 16X16 HONED,SMONBLK1616H,16X16,HONED,0.30 INCH,1.78,5,8.9,SQFT,3.4,6.05,,SMONBLK1616H,www.msisurfaces.com/slate/montauk-black/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,"Montauk Black 16x16 0.32"" Honed",MSI,Q1-2019 Price List,,27-Nov-07
MONTAUK BLACK 16X24,SMONBLK1624G,16x24,GAUGED,0.40 INCH,2.67,5,13.35,SQFT,3.11,8.3,,SMONBLK1624G,https://www.msisurfaces.com/slate/montauk-black/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,"Montauk Black 16x24.40"" Gauged",MSI,Q1-2019 Price List,NEW,5-Apr-11
MONTAUK BLACK 18X36,SMONBLK1836G,18x36,GAUGED,0.40 INCH,4.5,1,4.5,SQFT,3.45,15.52,,SMONBLK1836G,www.msisurfaces.com/slate/montauk-black/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Montauk Black 18x36 Gauged,MSI,Q1-2019 Price List,NEW,2-Feb-16
MONTAUK BLACK 24X24,SMONBLK2424G,24x24,GAUGED,0.40 INCH,4,1,4,SQFT,3.29,13.14,,SMONBLK2424G,www.msisurfaces.com/slate/montauk-black/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Montauk Black 24x24x.40 Gauged,MSI,Q1-2019 Price List,,27-Nov-07
MONTAUK BLACK 3X6,SMONBLK36G,3X6,GAUGED,0.31 INCH,0.13,40,5,SQFT,2.4,0.3,,SMONBLK36G,https://www.msisurfaces.com/montauk-black/3x6-gauged-subway-tile/,MD,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Montauk Black 3x6x.32 Gauged,MSI,Q1-2019 Price List,NEW,22-Aug-17
MONTAUK BLACK 4X12,SMONBLK412G,4x12,GAUGED,0.31 INCH,0.33,15,4.95,SQFT,2.42,0.8,,SMONBLK412G,www.msisurfaces.com/montauk-black/4x12-gauged-subway-tile/,MD,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Montauk Black 4x12x.32 Gauged,MSI,Q1-2019 Price List,NEW,22-Aug-17
MONTAUK BLACK 6X24,SMONBLK624G,6x24,GAUGED,0.32 INCH,1,10,10,SQFT,3.06,3.06,,SMONBLK624G,www.msisurfaces.com/slate/montauk-black/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Montauk Black 6x24x.32 Gauged,MSI,Q1-2019 Price List,NEW,21-Mar-14
MONTAUK BLACK ASHLER VERSAILLES PATTERN,SMONBLK-ASH-3-G,PATTERN,GAUGED,0.39 INCH,16,1,16,SQFT/KIT,2.73,43.65,,SMONBLK-ASH-3-G,www.msisurfaces.com/slate/montauk-black/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Montauk Black Ashler Pat-3,MSI/Hardscape,Q1-2019 Price List,NEW,14-Feb-12
MONTAUK BLUE 12X12,SMONBLU1212G,12x12,GAUGED,0.32 INCH,1,10,10,SQFT,2.17,2.17,,SMONBLU1212G,www.msisurfaces.com/slate/montauk-blue/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Montauk Blue 12x12X.32 Gauged,MSI,Q1-2019 Price List,,27-Nov-07
MONTAUK BLUE 12X24,SMONBLU1224G,12x24,GAUGED,0.38 INCH,2,5,10,SQFT,2.43,4.86,,SMONBLU1224G,www.msisurfaces.com/slate/montauk-blue/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Montauk Blue 12x24X.38 Gauged,MSI,Q1-2019 Price List,NEW,28-Jan-14
MONTAUK BLUE 16X16,SMONBLU1616G,16x16,GAUGED,0.32 INCH,1.78,5,8.9,SQFT,2.51,4.47,,SMONBLU1616G,www.msisurfaces.com/slate/montauk-blue/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Montauk Blue 16x16X.32 Gauged,MSI,Q1-2019 Price List,,27-Nov-07
MONTAUK BLUE 24X24,SMONBLU2424G,24x24,GAUGED,0.40 INCH,4,N/A,N/A,SQFT,3.19,12.76,,SMONBLU2424G,www.msisurfaces.com/slate/montauk-blue/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Montauk Blue 24x24 X.40 Gauged,MSI,New Item,NEW,27-Nov-07
MONTAUK BLUE 6X24,SMONBLU624G,6x24,GAUGED,0.32 INCH,1,10,10,SQFT,2.97,2.97,,SMONBLU624G,www.msisurfaces.com/slate/montauk-blue/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Montauk Blue 6x24 X.32 Gauged,MSI,Q1-2019 Price List,NEW,31-Jan-17
MONTAUK BLUE ASHLER VERSAILLES PATTERN,SMONBLU-ASH-3-G,MISC.,GAUGED,0.32 INCH,16,1,16,SQFT/KIT,2.65,42.38,,SMONBLU-ASH-3-G,www.msisurfaces.com/slate/montauk-blue/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Montauk Blue Ashler Pat-3,MSI,Q1-2019 Price List,NEW,31-Jan-17
MULTI CLASSIC 12X12,SMCLAS1212G-C,12x12,GAUGED,0.40 INCH,1,10,10,SQFT,1.45,1.45,,SMCLAS1212G-C,www.msisurfaces.com/slate/multi-classic/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Multi Classic 12x12.40 Gauged,MSI,Q1-2019 Price List,MATURE,27-Nov-07
MULTI CLASSIC 12X24,SMCLAS1224G,12x24,GAUGED,0.50 INCH,2,5,10,SQFT,2.43,4.86,,SMCLAS1224G,www.msisurfaces.com/slate/multi-classic/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Multi Classic 12x24.40 Gauged,MSI,Q1-2019 Price List,NEW,14-Sep-11
MULTI CLASSIC 16X16,SMCLAS1616G-C,16x16,GAUGED,0.25 INCH,1.78,5,8.9,SQFT,1.78,3.17,,SMCLAS1616G-C,www.msisurfaces.com/slate/multi-classic/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Multi Classic 16x16.50 Gauged,MSI,Q1-2019 Price List,,27-Nov-07
MULTI CLASSIC 24X24,SMCLAS2424G,24x24,GAUGED,0.60 INCH,4,1,4,SQFT,2.87,11.46,,SMCLAS2424G,www.msisurfaces.com/slate/multi-classic/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Multi Classic 24x24.60 Gauged,MSI,Q1-2019 Price List,,27-Nov-07
MULTI CLASSIC ASHLER VERSAILLES PATTERN,SMCLAS-ASH-3-G,PATTERN,GAUGED,0.50 INCH,16,16,256,SQFT/KIT,2.51,40.09,,SMCLAS-ASH-3-G,www.msisurfaces.com/slate/multi-classic/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Multi Classic Ashler Pat-3-Gauged,MSI/Hardscape,Q1-2019 Price List,,27-Nov-07
NEPTUNE 3D INTERLOCKING,SMOT-BSLTB-3DH,PATTERN,HONED,0.38 INCH,0.98,10,9.8,EACH,13.76,13.76,,SMOT-BSLTB-3DH,www.msisurfaces.com/basalt-blue/neptune-interlocking-3d-honed/,MD,BASALT,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Neptune 3D Interlocking Honed,MSI,Q1-2019 Price List,NEW,26-Jun-13
OSTRICH GREY 12X12 GAUGED,SOSTGREY1212G-C,12x12,GAUGED,0.40 INCH,1,10,10,SQFT,2.43,2.43,,SOSTGREY1212G-C,www.msisurfaces.com/quartzite/ostrich-grey/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Ostrich Grey 12x12x.40 Gauged,MSI,Q1-2019 Price List,,27-Nov-07
OSTRICH GREY 12X12 HONED,SOSTGREY1212HG,12x12,HONED,0.37 INCH,1,10,10,SQFT,3.42,3.42,,SOSTGREY1212HG,www.msisurfaces.com/quartzite/ostrich-grey/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Ostrich Grey 12x12x.40 Honed,MSI,Q1-2019 Price List,,27-Nov-07
OSTRICH GREY 12X24 GAUGED,SOSTGREY1224G,12x24,GAUGED,0.50 INCH,2,5,10,SQFT,3.46,6.93,,SOSTGREY1224G,www.msisurfaces.com/quartzite/ostrich-grey/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Ostrich Grey 12x24x.50 Gauged,MSI,Q1-2019 Price List,NEW,12-Feb-15
OSTRICH GREY 12X24 HONED,SOSTGREY1224H,12x24,HONED,0.50 INCH,2,5,10,SQFT,4.46,8.92,,SOSTGREY1224H,https://www.msisurfaces.com/quartzite/ostrich-grey/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Ostrich Grey 12x24x.50 Honed,MSI,New Item,NEW,12-Feb-15
OSTRICH GREY 16X16 GAUGED,SOSTGREY1616G-C,16x16,GAUGED,0.50 INCH,1.78,5,8.9,SQFT,3.01,5.36,,SOSTGREY1616G-C,www.msisurfaces.com/quartzite/ostrich-grey/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Ostrich Grey 16x16x.50 Gauged,MSI,Q1-2019 Price List,,27-Nov-07
OSTRICH GREY 16X16 HONED,SOSTGREY1616HG,16x16,GAUGED,0.40 INCH,1.78,5,8.9,SQFT,3.95,7.03,,SOSTGREY1616HG,www.msisurfaces.com/quartzite/ostrich-grey/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Ostrich Grey 16x16x.50 Honed,MSI,Q1-2019 Price List,,27-Nov-07
OSTRICH GREY 24X24 GAUGED,SOSTGREY2424G,24x24,GAUGED,0.60 INCH,4,1,4,SQFT,4.38,17.54,,SOSTGREY2424G,www.msisurfaces.com/quartzite/ostrich-grey/,NS,QUARTZITE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Ostrich Grey 24x24x.60 Gauged,MSI,Q1-2019 Price List,,27-Nov-07
RAINBOW TEAK 12X12,STEKRAIN1212G,12x12,GAUGED,0.40 INCH,1,10,10,SQFT,2.47,2.47,,STEKRAIN1212G,www.msisurfaces.com/sandstone/rainbow-teak/,NS,SANDSTONE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Rainbow Teak S.S 12x12x.40 Gauged,MSI,Q1-2019 Price List,,27-Nov-07
RUSTIC GOLD 12X12,SRUSGLD1212G-C,12x12,GAUGED,0.40 INCH,1,10,10,SQFT,1.73,1.73,,SRUSGLD1212G-C,www.msisurfaces.com/slate/rustic-gold/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Rustic Gold 12x12x.40 Gauged,MSI,Q1-2019 Price List,MATURE,27-Nov-07
RUSTIC GOLD 16X16,SRUSGLD1616G-C,16x16,GAUGED,0.40 INCH,1.78,5,8.9,SQFT,2.06,3.66,,SRUSGLD1616G-C,www.msisurfaces.com/slate/rustic-gold/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Rustic Gold 16x16x.40 Gauged,MSI,Q1-2019 Price List,,27-Nov-07
RUSTIC GOLD ASHLER VERSAILLES PATTERN,SRUSGLD-ASH-3-G,PATTERN,GAUGED,0.50 INCH,16,1,16,SQFT/KIT,2.56,40.98,,SRUSGLD-ASH-3-G,https://www.msisurfaces.com/slate/rustic-gold/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Rustic Gold Ashler Pat-3-Gauged,MSI/Hardscape,Q1-2019 Price List,,27-Nov-07
RUSTIQUE INTERLOCKING 3D,SMOT-RUSTIQUE-3DIL,PATTERN,TUMBLED,Random,1,10,10,SQFT,10.37,10.37,,SMOT-RUSTIQUE-3DIL,www.msisurfaces.com/mosaic-hatches/rustique-3d/,MD,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,Rustique Interlocking 3D,MSI,Q1-2019 Price List,NEW,20-Feb-14
SAN RIO RUSTIC 12X12,SSANRIORUS1212G,12x12,GAUGED,0.30 INCH,1,10,10,SQFT,2.88,2.88,,SSANRIORUS1212G,www.msisurfaces.com/slate/san-rio-rustic/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,San Rio Rustic 12x12x.30 Gauged,MSI,Q1-2019 Price List,,27-Nov-07
NATURAL STONE TRAVERTINE COLLECTIONS,,,,,,,,,,,,,,,,NATURAL STONE TRAVERTINE COLLECTIONS,,,,,
CHIARO BRICK MOSAIC,THDW3-SH-CHBRI1X2T,1x2,TUMBLED,0.38 INCH,1,10,10,EACH,6.25,6.25,,THDW3-SH-CHBRI1X2T,www.msisurfaces.com/tuscany-classic/1x2-brick-pattern-tumbled/,MD,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Chiaro 1x2 Brick Tumbled,MSI,Q1-2019 Price List,NEW,11-Dec-08
CHIARO CROWN MOLDING,THDW3-MCR-CH2X12,2X12,HONED,1.0 INCH,N/A,20,N/A,EACH,4.4,4.4,,THDW3-MCR-CH2X12,www.msisurfaces.com/chair-moldings/tuscany-classic/,MD,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Chiaro 2x12 Crown Molding,MSI,Q1-2019 Price List,NEW,19-Nov-08
CHIARO PENCIL 3/4X3/4X12 MOLDING,THDW3-MP-CH0.75X12,3/4X3/4x12,HONED,0.75 INCH,N/A,20,N/A,EACH,3.84,3.84,,THDW3-MP-CH0.75X12,www.msisurfaces.com/tuscany-classic/pencil-molding-honed/,MD,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Chiaro Pencil 3/4X3/4X12,MSI,Q1-2019 Price List,NEW,11-Dec-08
CHIARO VENEER MOSAIC,SMOT-VNR-CHIARO-T,PATTERN,TUMBLED,0.38 INCH,1,10,10,EACH,9.41,9.41,,SMOT-VNR-CHIARO-T,www.msisurfaces.com/mosaic-hatches/chiaro-travertine-tumbled-veneer/,MD,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Chiaro Travertine Tumbled Veneer 8x18,MSI,Q1-2019 Price List,NEW,20-Feb-15
COUNTRY CLASSIC VERSAILLES PATTERN,TTCOUNTCLS-PAT-HUCB,PATTERN,HUFCB,0.50 INCH,16,1,16,SQFT/KIT,2.63,42.09,,TTCOUNTCLS-PAT-HUCB,www.msisurfaces.com/travertine/country-classic/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Country Classic Pattern HUFCB,MSI/Hardscape,Q1-2019 Price List,NEW,12-Jun-15
DURANGO 12X24,CDURANGO1224H,12x24,HF,0.38 INCH,2,1,2,SQFT,5.51,11.02,,CDURANGO1224H,www.msisurfaces.com/travertine/durango-cream/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Durango 12x24x.38 HF,MSI,Q1-2019 Price List,,27-Nov-07
DURANGO 2X2 RHOMBOIDS MOSAIC,SMOT-DUR-2X2RBT,2x2,TUMBLED,0.38 INCH,1,10,10,EACH,7.74,7.74,,SMOT-DUR-2X2RBT,www.msisurfaces.com/durango-cream/2''-rhomboid/,MD,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Durango 2x2 Rhomboids Tumbled,MSI,Q1-2019 Price List,MATURE,27-Nov-07
DURANGO 2X4 MOSAIC,SMOT-BRICK-DUR,PATTERN,TUMBLED,0.38 INCH,1,10,10,EACH,6.96,6.96,,SMOT-BRICK-DUR,www.msisurfaces.com/durango-cream/brick-pattern-subway-tile/,MD,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Durango 2x4 Tumbled,MSI,Q1-2019 Price List,MATURE,27-Nov-07
DURANGO 6X12,CDURANGO612H,6x12,HF,0.38 INCH,0.5,20,10,SQFT,4.9,2.45,,CDURANGO612H,www.msisurfaces.com/durango-cream/6x12-honed-beveled-/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Durango 6x12x.37 HF BVL,MSI,New Item,NEW,4-Mar-11
DURANGO CORNER SHELF,SMOT-CSHELF-DUR9,MISC.,HF,0.75 INCH,N/A,1,N/A,EACH,15.59,15.59,,SMOT-CSHELF-DUR9,www.msisurfaces.com/durango-cream/corner-shelf/,MD,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,"Durango 9""-Rad Corner Shelf",MSI,Q1-2019 Price List,,27-Nov-07
DURANGO CREAM 12X12,CDURANGO1212H,12x12,HF,0.37 INCH,1,10,10,SQFT,4.4,4.4,,CDURANGO1212H,www.msisurfaces.com/travertine/durango-cream/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Durango Cream 12x12x.37 Honed BVL,MSI,Q1-2019 Price List,,27-Nov-07
DURANGO CREAM 18X18,CDURANGO1818H,18x18,HF,0.38 INCH,2.25,1,2.25,SQFT,5.51,12.4,,CDURANGO1818H,www.msisurfaces.com/travertine/durango-cream/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Durango Cream 18x18x.38 HF,MSI,New Item,,27-Nov-07
DURANGO CREAM 24X24,CDURANGO2424.5H,24x24,HF,0.50 INCH,4,1,4,SQFT,6.63,26.5,,CDURANGO2424.5H,www.msisurfaces.com/travertine/durango-cream/,NS,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Durango Cream 24x24x.50 HF,MSI,Q1-2019 Price List,,9-Apr-08
DURANGO CREAM 3X6 HONED AND BEVELED,CDURANGO36H,3X6,HF,0.38 INCH,0.13,40,5,SQFT,5.81,0.73,,CDURANGO36H,www.msisurfaces.com/travertine/durango-cream/,MD,TRAVERTINE,NATURAL STONE TRAVERTINE COLLECTIONS,Durango Cream 3x6 Honed and Beveled,MSI,Q1-2019 Price List,,27-Nov-07
