PRODUCT COLLECTION,PRODUCT ID,SIZE,FINISH,THICKNESS ,SQFT PER PIECE,PIECES PER BOX,SQFT PER BOX,U/M,PRICE / UOM,PRICE /  EACH,,Item Id,Web Link,Product Line,Material,Product Category,Item Description,Status,Source,Volume,Creation Date
PIETRA CARRARA 12X24,NPIECAR1224P,12x24,POLISHED,0.39 INCH,2,8,16,SQFT,2.88,5.77,,NPIECAR1224P,www.msisurfaces.com/porcelain-pietra/carrara/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA CARRARA 12X24 POLISHED,MSI,Q1-2019 Price List,NEW,21-May-14
PIETRA CARRARA 2X4 MOSAIC,NPIECAR2X4P,2x4,POLISHED,0.40 INCH,1,8,8,EACH,5.76,5.76,,NPIECAR2X4P,www.msisurfaces.com/pietra-mosaics/carrara-subway-tile-2x4/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA CARRARA 2X4 MOSAIC POLISHED,MSI,Q1-2019 Price List,NEW,3-Sep-15
PIETRA CARRARA 3X18 BULL NOSE,NPIECAR3X18BNG,3x18,POLISHED,0.39 INCH,N/A,25,N/A,EACH,5.75,5.75,,NPIECAR3X18BNG,,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA CARRARA 3X18 POLISHED BULL NOSE,MSI,Q1-2019 Price List,NEW,18-Aug-15
PIETRA DUNES 12X24,NPIEDUN1224P,12x24,POLISHED,0.37 INCH,2,8,16,SQFT,2.76,5.51,,NPIEDUN1224P,www.msisurfaces.com/porcelain-pietra/dunes/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA DUNES 12X24 POLISHED,MSI,Q1-2019 Price List,NEW,29-Nov-12
PIETRA DUNES 1X4 STACKED MOSAIC,NPIEDUN1X4P,1x4,POLISHED,0.39 INCH,1,8,8,EACH,5.49,5.49,,NPIEDUN1X4P,www.msisurfaces.com/porcelain-pietra/dunes/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA DUNES 1X4 STACKED MOSAIC POLISHED,MSI,New Item,NEW,3-Dec-12
PIETRA DUNES 3X18 BULL NOSE,NPIEDUN3X18BNG,3x18,POLISHED,0.37 INCH,N/A,25,N/A,EACH,5.75,5.75,,NPIEDUN3X18BNG,www.msisurfaces.com/porcelain-pietra/dunes/,PT,CERAMIC,CERAMICS/PORCELAINS,PIETRA DUNES 3X18 POLISHED BULL NOSE,MSI,Q1-2019 Price List,NEW,3-Dec-12
PIETRA DUNES BEIGE 12X24,NPIEDUNBEI1224P,12x24,POLISHED,0.39 INCH,2,8,16,SQFT,2.88,5.77,,NPIEDUNBEI1224P,www.msisurfaces.com/porcelain-pietra/dunes-beige/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA DUNES BEIGE 12X24 POLISHED,MSI,Q1-2019 Price List,NEW,4-Jun-14
PIETRA DUNES BEIGE 16X32,NPIEDUNBEI1632P,16x32,POLISHED,0.43 INCH,3.56,3,10.67,SQFT,3.34,11.88,,NPIEDUNBEI1632P,www.msisurfaces.com/porcelain-pietra/dunes-beige/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA DUNES BEIGE 16X32 POLISHED,MSI,Q1-2019 Price List,NEW,31-Jul-14
PIETRA DUNES BEIGE 3X18 BULL NOSE,NPIEDUNBEI3X18BNP,3x18,POLISHED,0.39 INCH,0.38,31,11.63,EACH,5.47,5.47,,NPIEDUNBEI3X18BNP,,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA DUNES BEIGE3X18 POLISHEDBULL NOSE,MSI,New Item,NEW,18-Nov-15
PIETRA IVORY 16x32,NPIEIVO1632P,16x32,POLISHED,0.43 INCH,3.56,3,10.67,SQFT,3.33,11.85,,NPIEIVO1632P,www.msisurfaces.com/porcelain-pietra/ivory/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA IVORY 16X32 POLISHED,MSI,Q1-2019 Price List,NEW,31-Jul-14
PIETRA ONYX 12X12,NPIEONY1212P,12x12,POLISHED,0.39 INCH,1,13,13,SQFT,2.64,2.64,,NPIEONY1212P,www.msisurfaces.com/porcelain-pietra/onyx/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA ONYX 12X12 POLISHED,MSI,Q1-2019 Price List,NEW,4-Jan-12
PIETRA ONYX 12X24,NPIEONY1224P,12x24,POLISHED,0.39 INCH,2,8,16,SQFT,2.42,4.84,,NPIEONY1224P,www.msisurfaces.com/porcelain-pietra/onyx/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA ONYX 12X24 POLISHED,MSI,Q1-2019 Price List,NEW,4-Jan-12
PIETRA ONYX 16X32,NPIEONY1632P,16x32,POLISHED,0.43 INCH,3.56,3,10.67,SQFT,3.34,11.88,,NPIEONY1632P,www.msisurfaces.com/porcelain-pietra/onyx/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA ONYX 16X32 POLISHED,MSI,Q1-2019 Price List,NEW,31-Jul-14
PIETRA ONYX 18X18,NPIEONY1818P,18x18,POLISHED,0.39 INCH,2.25,6,13.5,SQFT,1.93,4.33,,NPIEONY1818P,www.msisurfaces.com/porcelain-pietra/onyx/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA ONYX 18X18 POLISHED,MSI,Q1-2019 Price List,NEW,4-Jan-12
PIETRA ONYX 1X3 MOSAIC,NPIEONY1X3P,1x3,POLISHED,0.35 INCH,1,8,8,EACH,5.49,5.49,,NPIEONY1X3P,www.msisurfaces.com/pietra/onyx-1x3-polished/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA ONYX 1X3 MOSAIC POLISHED,MSI,New Item,NEW,23-Nov-15
PIETRA ONYX 24X24,NPIEONY2424P,24x24,POLISHED,0.39 INCH,4,4,16,SQFT,2.88,11.53,,NPIEONY2424P,www.msisurfaces.com/porcelain-pietra/onyx/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA ONYX 24X24 POLISHED,MSI,Q1-2019 Price List,NEW,19-Jan-12
PIETRA ONYX 2X2 MOSAIC,NPIEONY2X2P,2x2,POLISHED,0.39 INCH,1,8,8,EACH,4.57,4.57,,NPIEONY2X2P,www.msisurfaces.com/pietra/onyx/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA ONYX 2X2 MOSAIC POLISHED,MSI,New Item,NEW,4-Jan-12
PIETRA ONYX 3X18 BULL NOSE,NPIEONY3X18BNG,3x18,POLISHED,0.39 INCH,N/A,25,N/A,EACH,5.75,5.75,,NPIEONY3X18BNG,www.msisurfaces.com/porcelain-pietra/onyx/,PT,CERAMIC,CERAMICS/PORCELAINS,PIETRA ONYX 3X18 POLISHED BULL NOSE,MSI,Q1-2019 Price List,NEW,4-Jan-12
PIETRA ORION 16X32,NPIEORI1632P,16x32,POLISHED,0.43 INCH,3.56,3,10.67,SQFT,3.34,11.88,,NPIEORI1632P,www.msisurfaces.com/porcelain-pietra/orion/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA ORION 16X32 POLISHED,MSI,Q1-2019 Price List,NEW,31-Jul-14
PIETRA ORION 3X18 BULL NOSE,NPIEORI3X18BNP,3x18,POLISHED,0.39 INCH,N/A,25,N/A,EACH,5.75,5.75,,NPIEORI3X18BNP,,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA ORION 3X18 POLISHED BULL NOSE,MSI,Q1-2019 Price List,NEW,29-Sep-15
PIETRA PEARL 12X12,NPIEPEA1212P,12x12,POLISHED,0.39 INCH,1,13,13,SQFT,2.64,2.64,,NPIEPEA1212P,www.msisurfaces.com/porcelain-pietra/pearl/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA PEARL 12X12 POLISHED,MSI,Q1-2019 Price List,NEW,4-Jan-12
PIETRA PEARL 12X24,NPIEPEA1224P,12x24,POLISHED,0.39 INCH,2,8,16,SQFT,2.64,5.27,,NPIEPEA1224P,www.msisurfaces.com/porcelain-pietra/pearl/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA PEARL 12X24 POLISHED,MSI,Q1-2019 Price List,NEW,4-Jan-12
PIETRA PEARL 18X18,NPIEPEA1818P,18x18,POLISHED,0.39 INCH,2.25,6,13.5,SQFT,2.27,5.1,,NPIEPEA1818P,www.msisurfaces.com/porcelain-pietra/pearl/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA PEARL 18X18 POLISHED,MSI,Q1-2019 Price List,NEW,4-Jan-12
PIETRA PEARL 24X24,NPIEPEA2424P,24x24,POLISHED,0.39 INCH,4,4,16,SQFT,2.88,11.53,,NPIEPEA2424P,www.msisurfaces.com/porcelain-pietra/pearl/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA PEARL 24X24 POLISHED,MSI,Q1-2019 Price List,NEW,23-Feb-12
PIETRA PEARL 2X2 MOSAIC,NPIEPEA2X2P,2x2,POLISHED,0.39 INCH,1,8,8,EACH,4.8,4.8,,NPIEPEA2X2P,www.msisurfaces.com/pietra/pearl/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA PEARL 2X2 MOSAIC POLISHED,MSI,Q1-2019 Price List,NEW,4-Jan-12
PIETRA PEARL 2X4 MOSAIC,NPIEPEA2X4P,2x4,POLISHED,0.40 INCH,1,8,8,EACH,5.76,5.76,,NPIEPEA2X4P,www.msisurfaces.com/pietra/pearl-2x4-polished/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA PEARL 2X4 MOSAIC POLISHED,MSI,Q1-2019 Price List,NEW,3-Sep-15
PIETRA PEARL 3X18 BULL NOSE,NPIEPEA3X18BNG,3x18,POLISHED,0.39 INCH,N/A,25,N/A,EACH,5.75,5.75,,NPIEPEA3X18BNG,www.msisurfaces.com/porcelain-pietra/pearl/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA PEARL 3X18 POLISHED BULL NOSE,MSI,Q1-2019 Price List,NEW,4-Jan-12
PIETRA ROYAL 12X12,NPIEROY1212P,12x12,POLISHED,0.39 INCH,1,13,13,SQFT,2.15,2.15,,NPIEROY1212P,www.msisurfaces.com/porcelain-pietra/royal/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA ROYAL 12X12 POLISHED,MSI,Q1-2019 Price List,NEW,4-Jan-12
PIETRA ROYAL 12X24,NPIEROY1224P,12x24,POLISHED,0.39 INCH,2,8,16,SQFT,2.66,5.33,,NPIEROY1224P,www.msisurfaces.com/porcelain-pietra/royal/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA ROYAL 12X24 POLISHED,MSI,Q1-2019 Price List,NEW,4-Jan-12
PIETRA ROYAL 18X18,NPIEROY1818P,18x18,POLISHED,0.39 INCH,2.25,6,13.5,SQFT,2.42,5.45,,NPIEROY1818P,www.msisurfaces.com/porcelain-pietra/royal/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA ROYAL 18X18 POLISHED,MSI,Q1-2019 Price List,NEW,4-Jan-12
PIETRA ROYAL 24X24,NPIEROY2424P,24x24,POLISHED,0.39 INCH,4,4,16,SQFT,2.67,10.68,,NPIEROY2424P,www.msisurfaces.com/porcelain-pietra/royal/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA ROYAL 24X24 POLISHED,MSI,Q1-2019 Price List,NEW,11-Apr-13
PIETRA ROYAL 2X2 MOSAIC,NPIEROY2X2P,2x2,POLISHED,0.39 INCH,1,8,8,EACH,4.57,4.57,,NPIEROY2X2P,www.msisurfaces.com/pietra/royal/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA ROYAL 2X2 MOSAIC POLISHED,MSI,New Item,NEW,4-Jan-12
PIETRA ROYAL 3X18 BULL NOSE,NPIEROY3X18BNG,3x18,POLISHED,0.39 INCH,N/A,25,N/A,EACH,5.75,5.75,,NPIEROY3X18BNG,www.msisurfaces.com/porcelain-pietra/royal/,PT,CERAMIC,CERAMICS/PORCELAINS,PIETRA ROYAL 3X18 POLISHED BULL NOSE,MSI,Q1-2019 Price List,NEW,4-Jan-12
PIETRA STATUARIO 12X24,NPIESTA1224P,12x24,POLISHED,0.39 INCH,2,8,16,SQFT,2.76,5.51,,NPIESTA1224P,www.msisurfaces.com/porcelain-pietra/statuario/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA STATUARIO 12X24 POLISHED,MSI,Q1-2019 Price List,NEW,21-May-14
PIETRA STATUARIO 16X32,NPIESTA1632P,16x32,POLISHED,0.43 INCH,3.56,3,10.67,SQFT,3.34,11.88,,NPIESTA1632P,www.msisurfaces.com/porcelain-pietra/statuario/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA STATUARIO 16X32 POLISHED,MSI,Q1-2019 Price List,NEW,31-Jul-14
PIETRA STATUARIO 2X4 MOSAIC,NPIESTA2X4P,2x4,POLISHED,0.40 INCH,1,8,8,EACH,5.43,5.43,,NPIESTA2X4P,www.msisurfaces.com/pietra-mosaics/statuario-subway-tile-2x4/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA STATUARIO 2X4 MOSAIC POLISHED,MSI,Q1-2019 Price List,NEW,3-Sep-15
PIETRA STATUARIO 3X18 BULL NOSE,NPIESTA3X18BNG,3x18,POLISHED,0.39 INCH,N/A,25,N/A,EACH,5.75,5.75,,NPIESTA3X18BNG,www.msisurfaces.com/porcelain-pietra/statuario/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA STATUARIO 3X18 POLISHED BULL NOSE,MSI,Q1-2019 Price List,NEW,18-Aug-15
PIETRA VENATA GRAY 12X24,NPIEVENGRA1224P,12x24,POLISHED,0.39 INCH,2,8,16,SQFT,2.88,5.77,,NPIEVENGRA1224P,www.msisurfaces.com/porcelain-pietra/venata-gray/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA VENATA GRAY 12X24 POLISHED,MSI,Q1-2019 Price List,NEW,9-Dec-15
PIETRA VENATA GRAY 16X32,NPIEVENGRA1632P,16x32,POLISHED,0.43 INCH,3.56,3,10.67,SQFT,3.33,11.85,,NPIEVENGRA1632P,www.msisurfaces.com/porcelain-pietra/venata-gray/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA VENATA GRAY 16X32 POLISHED,MSI,Q1-2019 Price List,NEW,9-Dec-15
PIETRA VENATA GRAY 2X4 MOSAIC,NPIEVENGRA2X4P,2x4,POLISHED,0.40 INCH,1,8,8,EACH,5.76,5.76,,NPIEVENGRA2X4P,www.msisurfaces.com/pietra-mosaics/venata-gray-subway-tile-2x4/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA VENATA GRAY 2X4 MOSAIC POLISHED,MSI,Q1-2019 Price List,NEW,9-Dec-15
PIETRA VENATA GRAY 3X18 BULL NOSE,NPIEVENGRA3X18BNP,3x18,POLISHED,0.39 INCH,N/A,25,N/A,EACH,5.75,5.75,,NPIEVENGRA3X18BNP,www.msisurfaces.com/porcelain-pietra/venata-gray/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA VENATA GRAY 3X18 POL BULL NOSE,MSI,Q1-2019 Price List,NEW,15-Feb-16
PIETRA VENATA NOCE 12X24,NPIEVENNOC1224P,12x24,POLISHED,0.39 INCH,2,8,16,SQFT,2.88,5.77,,NPIEVENNOC1224P,www.msisurfaces.com/porcelain-pietra/venata-noce/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA VENATA NOCE 12X24 POLISHED,MSI,Q1-2019 Price List,NEW,9-Dec-15
PIETRA VENATA NOCE 16X32,NPIEVENNOC1632P,16x32,POLISHED,0.43 INCH,3.56,3,10.67,SQFT,3.33,11.85,,NPIEVENNOC1632P,www.msisurfaces.com/porcelain-pietra/venata-noce/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA VENATA NOCE 16X32 POLISHED,MSI,Q1-2019 Price List,NEW,9-Dec-15
PIETRA VENATA NOCE 2X4 MOSAIC,NPIEVENNOC2X4P,2x4,POLISHED,0.40 INCH,1,8,8,EACH,5.49,5.49,,NPIEVENNOC2X4P,www.msisurfaces.com/pietra-mosaics/venata-noce-subway-tile-2x4/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA VENATA NOCE 2X4 MOSAIC POLISHED,MSI,New Item,NEW,9-Dec-15
PIETRA VENATA NOCE 3X18 BULL NOSE,NPIEVENNOC3X18BNP,3x18,POLISHED,0.39 INCH,N/A,25,N/A,EACH,5.75,5.75,,NPIEVENNOC3X18BNP,www.msisurfaces.com/porcelain-pietra/venata-noce/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA VENATA NOCE 3X18 POL BULL NOSE,MSI,Q1-2019 Price List,NEW,15-Feb-16
PIETRA VENATA SAND 12X24,NPIEVENSAN1224P,12x24,POLISHED,0.39 INCH,2,8,16,SQFT,2.88,5.77,,NPIEVENSAN1224P,www.msisurfaces.com/porcelain-pietra/venata-sand/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA VENATA SAND 12X24 POLISHED,MSI,Q1-2019 Price List,NEW,9-Dec-15
PIETRA VENATA SAND 16X32,NPIEVENSAN1632P,16x32,POLISHED,0.43 INCH,3.56,3,10.67,SQFT,3.33,11.85,,NPIEVENSAN1632P,www.msisurfaces.com/porcelain-pietra/venata-sand/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA VENATA SAND 16X32 POLISHED,MSI,Q1-2019 Price List,NEW,9-Dec-15
PIETRA VENATA SAND 2X4 MOSAIC,NPIEVENSAN2X4P,2x4,POLISHED,0.40 INCH,1,8,8,EACH,5.76,5.76,,NPIEVENSAN2X4P,www.msisurfaces.com/pietra-mosaics/venata-sand-subway-tile-2x4/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA VENATA SAND 2X4 MOSAIC POLISHED,MSI,Q1-2019 Price List,NEW,9-Dec-15
PIETRA VENATA SAND 3X18 BULL NOSE,NPIEVENSAN3X18BNP,3x18,POLISHED,0.39 INCH,N/A,25,N/A,EACH,5.75,5.75,,NPIEVENSAN3X18BNP,www.msisurfaces.com/porcelain-pietra/venata-sand/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA VENATA SAND 3X18 POL BULL NOSE,MSI,Q1-2019 Price List,NEW,15-Feb-16
PIETRA VENATA WHITE 12X24,NPIEVENWHI1224P,12x24,POLISHED,0.39 INCH,2,8,16,SQFT,2.88,5.77,,NPIEVENWHI1224P,www.msisurfaces.com/porcelain-pietra/venata-white/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA VENATA WHITE 12X24 POLISHED,MSI,Q1-2019 Price List,NEW,9-Dec-15
PIETRA VENATA WHITE 16X32,NPIEVENWHI1632P,16x32,POLISHED,0.43 INCH,3.56,3,10.67,SQFT,3.33,11.85,,NPIEVENWHI1632P,www.msisurfaces.com/porcelain-pietra/venata-white/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA VENATA WHITE 16X32 POLISHED,MSI,Q1-2019 Price List,NEW,9-Dec-15
PIETRA VENATA WHITE 2X4 MOSAIC,NPIEVENWHI2X4P,2x4,POLISHED,0.40 INCH,1,8,8,EACH,5.76,5.76,,NPIEVENWHI2X4P,www.msisurfaces.com/pietra-mosaics/venata-white-subway-tile-2x4/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA VENATA WHITE 2X4 MOSAIC POLISHED,MSI,Q1-2019 Price List,NEW,9-Dec-15
PIETRA VENATA WHITE 3X18 BULL NOSE,NPIEVENWHI3X18BNP,3x18,POLISHED,0.39 INCH,0.38,25,9.38,EACH,5.47,5.47,,NPIEVENWHI3X18BNP,www.msisurfaces.com/porcelain-pietra/venata-white/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA VENATA WHITE 3X18 POL BULL NOSE,MSI,New Item,NEW,15-Feb-16
PIETRA VEZIO BEIGE 12X24,NPIEVEZBEI1224P,12x24,POLISHED,0.39 INCH,2,8,16,SQFT,2.88,5.77,,NPIEVEZBEI1224P,www.msisurfaces.com/porcelain-pietra/vezio-beige/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA VEZIO BEIGE 12X24 POLISHED,MSI,Q1-2019 Price List,NEW,11-Nov-15
PIETRA VEZIO BEIGE 16X32,NPIEVEZBEI1632P,16x32,POLISHED,0.43 INCH,3.56,3,10.67,SQFT,3.33,11.85,,NPIEVEZBEI1632P,www.msisurfaces.com/porcelain-pietra/vezio-beige/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA VEZIO BEIGE 16X32 POLISHED,MSI,Q1-2019 Price List,NEW,9-Dec-15
PIETRA VEZIO BEIGE 2X4 MOSAIC,NPIEVEZBEI2X4P,2x4,POLISHED,0.40 INCH,1,8,8,EACH,5.49,5.49,,NPIEVEZBEI2X4P,www.msisurfaces.com/pietra-mosaics/vezio-beige-subway-tile-2x4/ ,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA VEZIO BEIGE 2X4 MOSAIC POLISHED,MSI,New Item,NEW,9-Dec-15
PIETRA VEZIO BEIGE 3X18 BULL NOSE,NPIEVEZBEI3X18BNP,3x18,POLISHED,0.39 INCH,N/A,25,N/A,EACH,5.75,5.75,,NPIEVEZBEI3X18BNP,www.msisurfaces.com/porcelain-pietra/vezio-beige/,PT,PORCELAIN,CERAMICS/PORCELAINS,PIETRA VEZIO BEIGE 3X18 POL BULL NOSE,MSI,Q1-2019 Price List,NEW,15-Feb-16
PRAIA CARRARA 12X24 MATTE,NPRACAR1224,12x24,MATTE,0.35 INCH,2,8,16,SQFT,1.94,3.87,,NPRACAR1224,www.msisurfaces.com/porcelain-praia/carrara/,PT,PORCELAIN,CERAMICS/PORCELAINS,PRAIA CARRARA 12X24,MSI,Q1-2019 Price List,NEW,14-Feb-18
PRAIA CARRARA 12X24 POLISHED,NPRACAR1224P,12x24,POLISHED,N/A,2,8,16,SQFT,2.26,4.52,,NPRACAR1224P,,PT,PORCELAIN,CERAMICS/PORCELAINS,PRAIA CARRARA 12X24 POLISHED,MSI,New Item,NEW,29-Jun-18
PRAIA CARRARA 24X48 MATTE,NPRACAR2448,24x48,MATTE,0.32 INCH,8,2,16,SQFT,2.37,18.94,,NPRACAR2448,www.msisurfaces.com/porcelain-praia/carrara/,PT,PORCELAIN,CERAMICS/PORCELAINS,PRAIA CARRARA 24X48,MSI,Q1-2019 Price List,NEW,13-Feb-18
PRAIA CARRARA 24X48 POLISHED,NPRACAR2448P,24x48,POLISHED,N/A,8,2,16,SQFT,2.69,21.54,,NPRACAR2448P,,PT,PORCELAIN,CERAMICS/PORCELAINS,PRAIA CARRARA 24X48 POLISHED,MSI,New Item,NEW,29-Jun-18
PRAIA CARRARA 2X2 MOSAIC,NPRACAR2X2,2x2,MATTE,0.35 INCH,1,8,8,EACH,7.02,7.02,,NPRACAR2X2,www.msisurfaces.com/porcelain-praia/carrara/,PT,PORCELAIN,CERAMICS/PORCELAINS,PRAIA CARRARA 2X2 MOSAIC,MSI,Q1-2019 Price List,NEW,14-Feb-18
PRAIA CARRARA 3X24 BULL NOSE,NPRACAR3X24BN,3x24,MATTE,0.39 INCH,N/A,12,N/A,EACH,4.31,4.31,,NPRACAR3X24BN,www.msisurfaces.com/porcelain-praia/carrara/,PT,PORCELAIN,CERAMICS/PORCELAINS,PRAIA CARRARA 3X24 BULL NOSE,MSI,Q1-2019 Price List,NEW,14-Feb-18
PRAIA CARRARA 3X24 POLISHED BULL NOSE,NPRACAR3X24BNP,3x24,POLISHED,N/A,0.5,30,15,EACH,5.94,5.94,,NPRACAR3X24BNP,,PT,PORCELAIN,CERAMICS/PORCELAINS,PRAIA CARRARA 3X24 POLISHED BULL NOSE,MSI,New Item,NEW,29-Jun-18
PRAIA CREMA 12X24 MATTE,NPRACRE1224,12x24,MATTE,0.35 INCH,2,8,16,SQFT,1.94,3.87,,NPRACRE1224,www.msisurfaces.com/porcelain-praia/crema/,PT,PORCELAIN,CERAMICS/PORCELAINS,PRAIA CREMA 12X24,MSI,Q1-2019 Price List,NEW,12-Feb-18
PRAIA CREMA 12X24 POLISHED,NPRACRE1224P,12x24,POLISHED,N/A,2,8,16,SQFT,2.26,4.52,,NPRACRE1224P,,PT,PORCELAIN,CERAMICS/PORCELAINS,PRAIA CREMA 12X24 POLISHED,MSI,New Item,NEW,29-Jun-18
PRAIA CREMA 24X48 MATTE,NPRACRE2448,24x48,MATTE,0.32 INCH,8,2,16,SQFT,2.37,18.94,,NPRACRE2448,www.msisurfaces.com/porcelain-praia/crema/,PT,PORCELAIN,CERAMICS/PORCELAINS,PRAIA CREMA 24X48,MSI,Q1-2019 Price List,NEW,12-Feb-18
PRAIA CREMA 24X48 POLISHED,NPRACRE2448P,24x48,POLISHED,N/A,8,2,16,SQFT,2.69,21.54,,NPRACRE2448P,,PT,PORCELAIN,CERAMICS/PORCELAINS,PRAIA CREMA 24X48 POLISHED,MSI,New Item,NEW,29-Jun-18
PRAIA CREMA 2X2 MOSAIC,NPRACRE2X2,2x2,MATTE,0.35 INCH,1,8,8,EACH,7.02,7.02,,NPRACRE2X2,www.msisurfaces.com/porcelain-praia/crema/,PT,PORCELAIN,CERAMICS/PORCELAINS,PRAIA CREMA 2X2 MOSAIC,MSI,Q1-2019 Price List,NEW,12-Feb-18
PRAIA CREMA 3X24 BULL NOSE,NPRACRE3X24BN,3x24,MATTE,0.39 INCH,N/A,12,N/A,EACH,4.31,4.31,,NPRACRE3X24BN,www.msisurfaces.com/porcelain-praia/crema/,PT,PORCELAIN,CERAMICS/PORCELAINS,PRAIA CREMA 3X24 BULL NOSE,MSI,Q1-2019 Price List,NEW,12-Feb-18
PRAIA CREMA 3X24 POLISHED BULL NOSE,NPRACRE3X24BNP,3x24,POLISHED,N/A,0.5,30,15,EACH,5.94,5.94,,NPRACRE3X24BNP,,PT,PORCELAIN,CERAMICS/PORCELAINS,PRAIA CREMA 3X24 POLISHED BULL NOSE,MSI,New Item,NEW,29-Jun-18
PRAIA GREY 12X24 MATTE,NPRAGRE1224,12x24,MATTE,0.35 INCH,2,8,16,SQFT,1.94,3.87,,NPRAGRE1224,www.msisurfaces.com/porcelain-praia/grey/,PT,PORCELAIN,CERAMICS/PORCELAINS,PRAIA GREY 12X24,MSI,Q1-2019 Price List,NEW,12-Feb-18
PRAIA GREY 12X24 POLISHED,NPRAGRE1224P,12x24,POLISHED,N/A,2,8,16,SQFT,2.26,4.52,,NPRAGRE1224P,,PT,PORCELAIN,CERAMICS/PORCELAINS,PRAIA GREY 12X24 POLISHED,MSI,New Item,NEW,29-Jun-18
PRAIA GREY 24X48 MATTE,NPRAGRE2448,24x48,MATTE,0.32 INCH,8,2,16,SQFT,2.37,18.94,,NPRAGRE2448,www.msisurfaces.com/porcelain-praia/grey/,PT,PORCELAIN,CERAMICS/PORCELAINS,PRAIA GREY 24X48,MSI,Q1-2019 Price List,NEW,12-Feb-18
PRAIA GREY 24X48 POLISHED,NPRAGRE2448P,24x48,POLISHED,N/A,8,2,16,SQFT,2.69,21.54,,NPRAGRE2448P,,PT,PORCELAIN,CERAMICS/PORCELAINS,PRAIA GREY 24X48 POLISHED,MSI,New Item,NEW,29-Jun-18
PRAIA GREY 2X2 MOSAIC,NPRAGRE2X2,2x2,MATTE,0.35 INCH,1,8,8,EACH,7.02,7.02,,NPRAGRE2X2,www.msisurfaces.com/porcelain-praia/grey/,PT,PORCELAIN,CERAMICS/PORCELAINS,PRAIA GREY 2X2 MOSAIC,MSI,Q1-2019 Price List,NEW,12-Feb-18
PRAIA GREY 3X24 BULL NOSE,NPRAGRE3X24BN,3x24,MATTE,0.39 INCH,N/A,12,N/A,EACH,4.31,4.31,,NPRAGRE3X24BN,www.msisurfaces.com/porcelain-praia/grey/,PT,PORCELAIN,CERAMICS/PORCELAINS,PRAIA GREY 3X24 BULL NOSE,MSI,Q1-2019 Price List,NEW,12-Feb-18
