* Color Green highlighted items are launched in last 6 months,,,,,,,,,,,,,,,,,,,,,,,,
*Items highlighted in Orange will have a rolling change in pieces per box or boxes per pallet packaging in 2020.  These will be communicated as the old inventory depletes and the new inventory with new packaging arrives,,,,,,,,,,,,,,,,,,,,,,,,
PRODUCT COLLECTION,ItemNumber,SIZE,FINISH,THICKNESS ,SQFT PER PIECE,PIECES PER BOX,SQFT PER BOX,U/M,PRICE / UOM,PRICE /  EACH,,ItemNumber,Web Link,Product Line,Material,Product Category,PRODUCT COLLECTION,Description,Status,Source,Creation Date,Comments,,
GRAY GLOSSY PENCIL MOLDING,NGRAGLO-PENCIL,MISC.,GLOSSY,0.25 INCH,N/A,100.00,N/A,EACH,2.17,2.17,,NGRAGLO-PENCIL,https://www.msisurfaces.com/ceramic-mosaics/gray-glossy-pencil-molding/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,GRAY GLOSSY PENCIL MOLDING,GRAY GLOSSY PENCIL MOLDING,MSI,2019 Price list,27-Oct-17,,,
GRAY GLOSSY PENNY ROUND,NGRAPENROU,MISC.,GLOSSY,0.39 INCH,1.00,20.00,19.93,EACH,4.73,4.73,,NGRAPENROU,https://www.msisurfaces.com/domino/gray-glossy-penny-round-mosaics/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,GRAY GLOSSY PENNY ROUND,GRAY GLOSSY PENNY ROUND MOSAIC,MSI,2019 Price list,12-May-17,,,
PENNY ROUND BIANCO MATTE,SMOT-PT-PENRD-BIAM,MISC.,MATTE,0.24 INCH,0.96,15.00,14.40,EACH,4.43,4.43,,SMOT-PT-PENRD-BIAM,https://www.msisurfaces.com/domino/penny-round-bianco-6mm-matte/,MD,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,PENNY ROUND BIANCO MATTE,Penny Round Bianco 6mm Matte,MSI,2019 Price list,9-May-18,,,
PENNY ROUND NERO MATTE,SMOT-PT-PENRD-NEROM,MISC.,MATTE,0.24 INCH,0.96,15.00,14.40,EACH,4.49,4.49,,SMOT-PT-PENRD-NEROM,https://www.msisurfaces.com/domino/penny-round-nero-6mm-matte/,MD,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,PENNY ROUND NERO MATTE,Penny Round Nero 6mm Matte,MSI,2019 Price list,9-May-18,,,
RETRO ARABESQUE BIANCO MATTE,SMOT-PT-RETBIA-ARABESQUEM,MISC.,MATTE,0.24 INCH,0.73,15.00,10.95,EACH,3.83,3.83,,SMOT-PT-RETBIA-ARABESQUEM,https://www.msisurfaces.com/glass-mosaics/retro-bianco-arabesque-6mm-matte/,MD,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,RETRO ARABESQUE BIANCO MATTE,Retro Bianco Arabesque 6mm Matte,MSI,2019 Price list,9-May-18,,,
RETRO BRICK BIANCO,SMOT-PT-RETBIA-2X6,2X6,MATTE,0.24 INCH,0.91,15.00,13.65,EACH,3.03,3.03,,SMOT-PT-RETBIA-2X6,https://www.msisurfaces.com/domino/retro-brick-bianco-6mm-matte/,MD,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,RETRO BRICK BIANCO,Retro Brick Bianco 6mm Matte,MSI,2019 Price list,21-Mar-18,,,
RETRO HEXO GRAY,SMOT-PT-RETGRA-2HEX,MISC.,MATTE,0.24 INCH,0.96,15.00,14.40,EACH,3.79,3.79,,SMOT-PT-RETGRA-2HEX,https://www.msisurfaces.com/domino/retro-hexo-gray-6mm-matte/,MD,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,RETRO HEXO GRAY,Retro Hexo Gray 6mm Matte,MSI,2019 Price list,21-Mar-18,,,
RETRO NERO HEXAGON,SMOT-PT-RETNERO-1HEXG,MISC.,GLOSSY,0.24 INCH,0.86,15.00,12.90,EACH,3.52,3.52,,SMOT-PT-RETNERO-1HEXG,https://www.msisurfaces.com/domino/retro-nero-1-hexagon-6mm-glossy/,MD,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,RETRO NERO HEXAGON,"Retro Nero 1"" Hexagon 6mm Glossy",MSI,2019 Price list,9-May-18,,,
RETRO NERO SCALLOP,SMOT-PT-RENERO-SCALOP8MMG,MISC.,GLOSSY,0.31 INCH,0.91,10.00,9.10,EACH,5.11,5.11,,SMOT-PT-RENERO-SCALOP8MMG,https://www.msisurfaces.com/natural-stone-mosaics/retro-nero-scallop-8mm-glossy/,MD,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,RETRO NERO SCALLOP,Retro Nero Scallop 8mm Glossy,MSI,2019 Price list,25-May-18,,,
RETRO PICKET BIANCO,SMOT-PT-RETBIA-PKT,MISC.,GLOSSY,0.31 INCH,1.05,10.00,10.50,EACH,6.22,6.22,,SMOT-PT-RETBIA-PKT,https://www.msisurfaces.com/crystallized-glass-blend-8mm/retro-picket-bianco-8mm-glossy/,MD,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,RETRO PICKET BIANCO,Retro Picket Bianco 8mm Glossy,MSI,2019 Price list,21-Mar-18,,,
WHITE 2X2 HEXAGON,NWHIHEX2X2,2x2,MATTE,0.25 INCH,0.98,20.00,19.67,EACH,3.82,3.82,,NWHIHEX2X2,https://www.msisurfaces.com/domino/white-matte-2x2-hexagon-mosaic/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE 2X2 HEXAGON,WHITE MATTE 2X2 HEXAGON MOSAIC,MSI,2019 Price list,11-May-16,,,
WHITE 2X2 HEXAGON (2020),NWHIHEX2X2-N,2x2,MATTE,0.25 INCH,16.00,16.00,16.00,EACH,3.82,3.82,,NWHIHEX2X2-N,#N/A,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE 2X2 HEXAGON (2020),WHITE MATTE 2X2 HEXAGON MOSAIC,MSI,New Addtion,7-Nov-19,,,
WHITE 2X2 MATTE,NWHI2X2,2x2,MATTE,0.38 INCH,1.00,8.00,8.00,EACH,5.06,5.06,,NWHI2X2,https://www.msisurfaces.com/domino/white-2x2-matte/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE 2X2 MATTE,WHITE 2X2 MATTE MOSAIC,MSI,2019 Price list,15-Aug-18,,,
WHITE 2X2 POLISHED,NWHI2X2P,2x2,POLISHED,0.38 INCH,1.00,8.00,8.00,EACH,5.06,5.06,,NWHI2X2P,https://www.msisurfaces.com/domino/white-2x2-polished/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE 2X2 POLISHED,WHITE 2X2 POLISHED MOSAIC,MSI,2019 Price list,15-Aug-18,,,
WHITE 4X12 BEVELED,NWHIMAT4X12BEV,4x12,MATTE,0.39 INCH,0.33,38.00,12.65,SQFT,2.46,0.82,,NWHIMAT4X12BEV,#N/A,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE 4X12 BEVELED,WHITE MATTE 4X12 BEVELED,MSI,2019 Price list,9-Mar-17,,,
WHITE 4X24 BULL NOSE MATTE,NWHI4X24BNM,4x24,MATTE,0.35 INCH,0.67,15.00,10.00,EACH,5.11,5.11,,NWHI4X24BNM,https://www.msisurfaces.com/porcelain-domino/white/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE 4X24 BULL NOSE MATTE,WHITE MATTE 4X24 BULL NOSE,MSI,2019 Price list,28-Jun-17,,,
WHITE 4X24 BULL NOSE POLISHED,NWHI4X24BNP,4x24,POLISHED,0.35 INCH,0.67,15.00,10.00,EACH,5.11,5.11,,NWHI4X24BNP,https://www.msisurfaces.com/porcelain-domino/white/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE 4X24 BULL NOSE POLISHED,WHITE POLISHED 4X24 BULL NOSE,MSI,2019 Price list,28-Jun-17,,,
WHITE AND BLACK BASKET WEAVE,NWHIBASWEA,N/A,MATTE,0.25 INCH,N/A,20.00,N/A,EACH,5.06,5.06,,NWHIBASWEA,https://www.msisurfaces.com/domino/white-and-black-matte-basket-weave-mosaic/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE AND BLACK BASKET WEAVE,WHITE AND BLACKMATTE BASKET WEAVE MOSAIC,MSI,2019 Price list,11-May-16,,,
WHITE AND BLACK GLOSSY PENNY ROUND,NWHIBLAPENROU,N/A,GLOSSY,0.25 INCH,1.00,20.00,19.93,EACH,5.06,5.06,,NWHIBLAPENROU,https://www.msisurfaces.com/domino/white-and-black-glossy-penny-round/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE AND BLACK GLOSSY PENNY ROUND,WHITE AND BLACK GLOSSY PENNY ROUND MOSAI,MSI,2019 Price list,1-Jun-16,,,
WHITE AND BLACK OCTAGON,NWHIBLAOCT,N/A,MATTE,0.25 INCH,0.94,20.00,18.73,EACH,4.67,4.67,,NWHIBLAOCT,https://www.msisurfaces.com/domino/white-and-black-matte-octagon/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE AND BLACK OCTAGON,WHITE AND BLACK MATTE OCTAGON MOSAIC,MSI,2019 Price list,11-May-16,,,
WHITE CORNER SHELF,NWHICORSHE7,MISC.,GLOSSY,N/A,N/A,1.00,N/A,EACH,7.68,7.68,,NWHICORSHE7,#N/A,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE CORNER SHELF,"WHITE CORNER SHELF 7 1/4""X 7 1/4""",MSI,2019 Price list,29-Dec-16,,,
WHITE GLOSSY 2X2 HEXAGON,NWHIHEX2X2G,2x2,GLOSSY,0.25 INCH,0.98,20.00,19.67,EACH,3.82,3.82,,NWHIHEX2X2G,https://www.msisurfaces.com/domino/white-glossy-2x2-hexagon-mosaic/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 2X2 HEXAGON,WHITE GLOSSY 2X2 HEXAGON MOSAIC,MSI,2019 Price list,11-May-16,,,
WHITE GLOSSY 2X2 HEXAGON (2020),NWHIHEX2X2G-N,2x2,GLOSSY,0.25 INCH,1.00,16.00,16.00,EACH,3.82,3.82,,NWHIHEX2X2G-N,https://www.msisurfaces.com/domino/white-glossy-2x2-hexagon-mosaic/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 2X2 HEXAGON (2020),WHITE GLOSSY 2X2 HEXAGON MOSAIC,MSI,New Addtion,7-Nov-19,,,
WHITE GLOSSY 2X4 STAGGERED,NWHI2X4G,2x4,GLOSSY,0.25 INCH,0.93,18.00,16.68,EACH,3.28,3.28,,NWHI2X4G,https://www.msisurfaces.com/domino/white-glossy-subway-tile-2x4/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 2X4 STAGGERED,WHITE GLOSSY 2X4 STAGGERED MOSAIC,MSI,2019 Price list,14-Jun-16,,,
WHITE GLOSSY 2X4 STAGGERED BEVELED,NWHIBEV2X4G,2x4,GLOSSY,0.25 INCH,0.93,18.00,16.68,EACH,3.95,3.95,,NWHIBEV2X4G,https://www.msisurfaces.com/domino/white-glossy-subway-tile-2x4-beveled/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 2X4 STAGGERED BEVELED,WHITE GLOSSY 2X4 STAGGERED BEVELED MOSAI,MSI,2019 Price list,14-Jun-16,,,
WHITE GLOSSY 2X8,NWHIGLO2X8,2X8,GLOSSY,N/A,0.11,100.00,11.00,SQFT,2.18,0.24,,NWHIGLO2X8,https://www.msisurfaces.com/domino/white-glossy-2x8/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 2X8,WHITE GLOSSY 2X8,MSI,2019 Price list,5-Mar-19,,,
WHITE GLOSSY 2X8 BULLNOSE,NWHIGLO2X8BN,2X8,GLOSSY,N/A,0.11,100.00,11.00,EACH,0.96,0.96,,NWHIGLO2X8BN,https://www.msisurfaces.com/domino/white-glossy-2x8/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 2X8 BULLNOSE,WHITE GLOSSY 2X8 BULLNOSE,MSI,2019 Price list,5-Mar-19,,,
WHITE GLOSSY 3X6,NWHIGLO3X6,3X6,GLOSSY,0.25 INCH,0.13,136.00,17.00,SQFT,1.84,0.23,,NWHIGLO3X6,https://www.msisurfaces.com/ceramic-mosaics/white-subway-tile-3x6/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 3X6,WHITE GLOSSY 3X6,MSI,2019 Price list,31-Dec-12,,,
WHITE GLOSSY 3X6 (2020),NWHIGLO3X6-N,3X6,GLOSSY,0.33 INCH,0.13,88.00,11.00,SQFT,1.84,0.23,,NWHIGLO3X6-N,https://www.msisurfaces.com/ceramic-mosaics/white-subway-tile-3x6/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 3X6 (2020),WHITE GLOSSY 3X6,MSI,New Addtion,7-Nov-19,,,
WHITE GLOSSY 3X6 BEVELED,NWHIGLO3X6BEV,3X6,GLOSSY,0.25 INCH,0.13,116.00,14.50,SQFT,2.00,0.25,,NWHIGLO3X6BEV,https://www.msisurfaces.com/ceramic-mosaics/white-subway-tile-3x6-beveled/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 3X6 BEVELED,WHITE GLOSSY 3X6 BEVELED,MSI,2019 Price list,18-Dec-12,,,
WHITE GLOSSY 3X6 BEVELED (2020),NWHIGLO3X6BEV-N,3X6,GLOSSY,0.33 INCH,0.13,88.00,11.00,SQFT,2.00,0.25,,NWHIGLO3X6BEV-N,https://www.msisurfaces.com/ceramic-mosaics/white-subway-tile-3x6-beveled/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 3X6 BEVELED (2020),WHITE GLOSSY 3X6 BEVELED,MSI,New Addtion,7-Nov-19,,,
WHITE GLOSSY 3X6 BULL NOSE,NWHIGLO3X6BN,3X6,GLOSSY,0.25 INCH,N/A,136.00,N/A,EACH,0.89,0.89,,NWHIGLO3X6BN,https://www.msisurfaces.com/ceramic-mosaics/white-glossy-3x6-bull-nose/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 3X6 BULL NOSE,WHITE GLOSSY 3X6 SINGLE BULL NOSE,MSI,2019 Price list,31-Dec-12,,,
WHITE GLOSSY 3X6 BULL NOSE (2020),NWHIGLO3X6BN-N,3X6,GLOSSY,0.33 INCH,0.13,88.00,11.00,EACH,0.89,0.89,,NWHIGLO3X6BN-N,https://www.msisurfaces.com/ceramic-mosaics/white-glossy-3x6-bull-nose/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 3X6 BULL NOSE (2020),WHITE GLOSSY 3X6 SINGLE BULL NOSE,MSI,New Addtion,7-Nov-19,,,
WHITE GLOSSY 3X6 INVERTED BEVELED,NWHIGLO3X6INVBEV,3X6,GLOSSY,0.25 INCH,0.13,120.00,15.00,SQFT,2.00,0.25,,NWHIGLO3X6INVBEV,https://www.msisurfaces.com/domino/white-glossy-3x6-inverted-beveled/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 3X6 INVERTED BEVELED,WHITE GLOSSY 3X6 INVERTED BEVELED,MSI,2019 Price list,27-Apr-17,,,
WHITE GLOSSY 3X6 INVERTED BEVELED (2020),NWHIGLO3X6INVBEV-N,3X6,GLOSSY,0.33 INCH,0.13,88.00,11.00,SQFT,2.00,0.25,,NWHIGLO3X6INVBEV-N,https://www.msisurfaces.com/domino/white-glossy-3x6-inverted-beveled/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 3X6 INVERTED BEVELED (2020),WHITE GLOSSY 3X6 INVERTED BEVELED,MSI,New Addtion,7-Nov-19,,,
WHITE GLOSSY 4X12,NWHIGLO4X12,4x12,GLOSSY,0.25 INCH,0.33,40.00,13.32,SQFT,1.86,0.62,,NWHIGLO4X12,#N/A,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 4X12,White glossy 4x12,MSI,2019 Price list,4-Oct-16,,,
WHITE GLOSSY 4X12 (2020),NWHIGLO4X12-N,4x12,GLOSSY,0.31 INCH,0.33,15.00,4.84,SQFT,1.88,0.62,,NWHIGLO4X12-N,#N/A,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 4X12 (2020),WHITE GLOSSY 4X12,MSI,New Addtion,15-Nov-19,,,
WHITE GLOSSY 4X12 BULL NOSE,NWHIGLO4X12BN,4x12,POLISHED,0.25 INCH,0.33,40.00,13.33,EACH,2.37,2.37,,NWHIGLO4X12BN,#N/A,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 4X12 BULL NOSE,WHITE GLOSSY 4X12 BULL NOSE,MSI,2019 Price list,7-Nov-17,,,
WHITE GLOSSY 4X12 BULL NOSE (2020),NWHIGLO4X12BN-N,4x12,GLOSSY,0.33 INCH,0.33,15.00,5.00,EACH,2.37,2.37,,NWHIGLO4X12BN-N,#N/A,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 4X12 BULL NOSE (2020),WHITE GLOSSY 4X12 BULL NOSE,MSI,New Addtion,7-Nov-19,,,
WHITE GLOSSY 4X16,NWHIGLO4X16,4x16,GLOSSY,0.25 INCH,0.44,25.00,11.00,SQFT,1.84,0.81,,NWHIGLO4X16,https://www.msisurfaces.com/ceramic-mosaics/white-subway-tile-4x16/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 4X16,WHITE GLOSSY 4X16,MSI,2019 Price list,20-Sep-12,,,
WHITE GLOSSY 4X16 (2020),NWHIGLO4X16-N,4x16,GLOSSY,0.33 INCH,0.44,20.00,8.88,SQFT,1.82,0.81,,NWHIGLO4X16-N,https://www.msisurfaces.com/ceramic-mosaics/white-subway-tile-4x16/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 4X16 (2020),WHITE GLOSSY 4X16,MSI,New Addtion,7-Nov-19,,,
WHITE GLOSSY 4X16 BULL NOSE,NWHIGLO4X16BN,4x16,GLOSSY,0.25 INCH,0.44,25.00,11.11,EACH,2.49,2.49,,NWHIGLO4X16BN,https://www.msisurfaces.com/ceramic-mosaics/white-glossy-4x16-bull-nose/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 4X16 BULL NOSE,WHITE GLOSSY 4X16 SINGLE BULL NOSE,MSI,2019 Price list,31-Dec-12,,,
WHITE GLOSSY 4X16 BULL NOSE (2020),NWHIGLO4X16BN-N,4x16,GLOSSY,0.33 INCH,0.44,20.00,8.88,EACH,2.49,2.49,,NWHIGLO4X16BN-N,https://www.msisurfaces.com/ceramic-mosaics/white-glossy-4x16-bull-nose/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY 4X16 BULL NOSE (2020),WHITE GLOSSY 4X16 SINGLE BULL NOSE,MSI,New Addtion,7-Nov-19,,,
WHITE GLOSSY ARABESQUE,NWHIARAG,N/A,GLOSSY,0.25 INCH,0.77,20.00,15.46,EACH,4.88,4.88,,NWHIARAG,https://www.msisurfaces.com/domino/white-glossy-arabesque/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY ARABESQUE,WHITE GLOSSY ARABESQUE MOSAIC,MSI,2019 Price list,11-May-16,,,
WHITE GLOSSY CHAIR RAIL MOLDING,NWHIGLOCHARAI2X6,2x6,MATTE,0.25 INCH,N/A,45.00,N/A,EACH,4.47,4.47,,NWHIGLOCHARAI2X6,#N/A,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY CHAIR RAIL MOLDING,WHITE GLOSSY CHAIR RAIL MOLDING2X6GLOSSY,MSI,2019 Price list,15-Nov-17,,,
WHITE GLOSSY DIAMOND POSITIVE SHAPE,NWHIGLODIA,N/A,GLOSSY,0.38 INCH,N/A,11.00,N/A,EACH,6.19,6.19,,NWHIGLODIA,https://www.msisurfaces.com/domino/white-glossy-diamond/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY DIAMOND POSITIVE SHAPE,WHITE GLOSSY DIAMOND POSITIVE SHAPE,MSI,2019 Price list,15-Aug-18,,,
WHITE GLOSSY FISH SCALE,NWHIFISG,N/A,GLOSSY,0.39 INCH,0.76,17.00,12.94,EACH,4.73,4.73,,NWHIFISG,https://www.msisurfaces.com/domino/white-glossy-fish-scale-mosaics/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY FISH SCALE,WHITE GLOSSY FISH SCALE MOSAIC,MSI,2019 Price list,12-May-17,,,
WHITE GLOSSY HERRINGBONE,NWHIHBG,MISC.,GLOSSY,0.39 INCH,0.85,20.00,16.90,EACH,4.73,4.73,,NWHIHBG,https://www.msisurfaces.com/domino/white-glossy-herringbone-mosaics/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY HERRINGBONE,WHITE GLOSSY HERRINGBONE MOSAIC,MSI,2019 Price list,12-May-17,,,
WHITE GLOSSY PENCIL MOLDING,NWHIGLO-PENCIL,MISC.,GLOSSY,0.29 INCH,N/A,100.00,N/A,EACH,2.17,2.17,,NWHIGLO-PENCIL,https://www.msisurfaces.com/ceramic-mosaics/white-glossy-pencil-molding/,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY PENCIL MOLDING,WHITE GLOSSY PENCIL MOLDING,MSI,2019 Price list,27-Oct-17,,,
WHITE GLOSSY PENNY ROUND,NWHIPENROU,N/A,GLOSSY,0.25 INCH,1.00,20.00,19.93,EACH,5.06,5.06,,NWHIPENROU,https://www.msisurfaces.com/domino/white-glossy-penny-round-mosaic/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE GLOSSY PENNY ROUND,WHITE GLOSSY PENNY ROUND MOSAIC,MSI,2019 Price list,1-Jun-16,,,
WHITE TEAR DROP GLOSSY,NWHITEARDROG,N/A,GLOSSY,0.25 INCH,0.82,20.00,16.39,EACH,6.19,6.19,,NWHITEARDROG,https://www.msisurfaces.com/domino/white-tear-drop-glossy-mosaic/,PT,PORCELAIN,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE TEAR DROP GLOSSY,WHITE TEAR DROP GLOSSY MOSAIC,MSI,2019 Price list,11-May-16,,,
WHITE TUB SOAP DISH 4X6,NWHISOPDIS4X6,4X6,GLOSSY,N/A,N/A,12.00,N/A,EACH,6.39,6.39,,NWHISOPDIS4X6,#N/A,PT,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - DOMINO COLLECTION,WHITE TUB SOAP DISH 4X6,WHITE TUB SOAP DISH 4X6,MSI,2019 Price list,29-Dec-16,,,
BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - HIGHLAND PARK COLLECTION,,,,,,,,,,,,,,,,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - HIGHLAND PARK COLLECTION,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - HIGHLAND PARK COLLECTION,,MSI,,,,,
ANTIQUE WHITE 2X6 BEVELED,SMOT-PT-AW-2X6B,2x6,GLOSSY,0.38 INCH,1.00,10.00,10.00,EACH,10.27,10.27,,SMOT-PT-AW-2X6B,https://www.msisurfaces.com/antique-white/antique-white-2x6-beveled/,MD,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - HIGHLAND PARK COLLECTION,ANTIQUE WHITE 2X6 BEVELED,Antique White 2x6 Beveled,MSI,2019 Price list,23-Feb-17,,,
ANTIQUE WHITE 3X6,SMOT-PT-AW36,3X6,GLOSSY,0.31 INCH,0.13,8.00,1.00,SQFT,7.20,0.90,,SMOT-PT-AW36,https://www.msisurfaces.com/antique-white/antique-white-subway-tile/,MD,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - HIGHLAND PARK COLLECTION,ANTIQUE WHITE 3X6,Antique White Glazed Handcrafted 3x6,MSI,2019 Price list,30-Jul-13,,,
ANTIQUE WHITE 4X12,SMOT-PT-AW412,4x12,GLOSSY,0.31 INCH,0.33,6.00,2.00,SQFT,8.26,2.75,,SMOT-PT-AW412,https://www.msisurfaces.com/antique-white/antique-white-4x12/,MD,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - HIGHLAND PARK COLLECTION,ANTIQUE WHITE 4X12,Antique White Glazed Handcrafted 4x12,MSI,2019 Price list,11-Mar-15,,,
ANTIQUE WHITE ARABESQUE,SMOT-PT-AW-ARABESQ,PATTERN,GLOSSY,0.31 INCH,1.17,10.00,11.70,EACH,11.82,11.82,,SMOT-PT-AW-ARABESQ,https://www.msisurfaces.com/antique-white/antique-white-arabesque/,MD,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - HIGHLAND PARK COLLECTION,ANTIQUE WHITE ARABESQUE,Antique White Arabesque 8mm,MSI,2019 Price list,7-Mar-14,,,
ANTIQUE WHITE CROWN 2X6,SMOT-PT-CRWN-AW2X6,2x6,GLOSSY,1.0 INCH,N/A,20.00,N/A,EACH,2.70,2.70,,SMOT-PT-CRWN-AW2X6,https://www.msisurfaces.com/antique-white/antique-white-crown-molding/,MD,CERAMIC,BACKSPLASH/WALL TILE/DECORATIVE MOSAICS - HIGHLAND PARK COLLECTION,ANTIQUE WHITE CROWN 2X6,Antique White Crown 2x6,MSI,2019 Price list,30-Jul-13,,,
